present,p5,ccode,scode,country,polity,persist,bmonth,bday,byear,emonth,eday,eyear,democ,autoc,xrreg,xrcomp,xropen,xconst,parreg,parcomp,exrec,exconst,polcomp
,0,702,TAJ,Tajikistan,-1,5,11,13,1998,6,25,2003,2,3,2,1,4,4,3,3,3,4,6
1,0,702,TAJ,Tajikistan,-3,16,6,26,2003,99,99,9999,1,4,2,1,4,3,3,3,3,3,6
,0,713,TAW,Taiwan,-8,25,10,1,1949,4,5,1975,0,8,2,1,4,2,4,1,3,2,1
,0,713,TAW,Taiwan,-7,12,4,6,1975,7,14,1987,0,7,2,1,4,3,4,1,3,3,1
,0,713,TAW,Taiwan,-1,5,7,15,1987,12,19,1992,2,3,2,1,4,3,2,4,3,3,9
,0,713,TAW,Taiwan,7,3,12,20,1992,3,23,1996,7,0,2,2,4,5,5,5,7,5,10
,0,713,TAW,Taiwan,8,1,3,24,1996,6,14,1997,8,0,3,3,4,5,5,5,8,5,10
,0,713,TAW,Taiwan,9,7,6,15,1997,5,19,2004,9,0,3,3,4,6,5,5,8,6,10
1,0,713,TAW,Taiwan,10,15,5,20,2004,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,1,510,TAZ,Tanzania,-6,30,12,9,1961,6,16,1992,0,6,2,1,4,3,4,2,3,3,2
,1,510,TAZ,Tanzania,-5,4,6,17,1992,11,21,1995,0,5,2,1,4,3,3,2,3,3,3
,1,510,TAZ,Tanzania,-1,20,11,22,1995,10,24,2015,2,3,2,2,4,3,3,2,7,3,3
1,1,510,TAZ,Tanzania,3,3,10,25,2015,99,99,9999,4,1,2,2,4,4,3,3,7,4,6
,0,800,THI,Thailand,-10,,1,1,1800,6,24,1932,0,10,3,1,1,1,4,1,1,1,1
,0,800,THI,Thailand,-88,3,6,25,1932,3,2,1935,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,800,THI,Thailand,-3,7,3,3,1935,12,21,1941,1,4,2,1,4,3,3,3,3,3,6
,0,800,THI,Thailand,-66,1,12,22,1941,6,30,1942,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,800,THI,Thailand,-3,10,7,1,1942,6,30,1952,1,4,2,1,4,3,3,3,3,3,6
,0,800,THI,Thailand,-6,3,7,1,1952,6,30,1955,0,6,2,1,4,3,4,2,3,3,2
,0,800,THI,Thailand,-3,3,7,1,1955,10,20,1958,1,4,2,1,4,3,3,3,3,3,6
,0,800,THI,Thailand,-7,9,10,21,1958,1,15,1968,0,7,1,0,0,1,4,1,4,1,1
,0,800,THI,Thailand,-88,1,1,16,1968,2,10,1969,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,800,THI,Thailand,2,3,2,11,1969,11,17,1971,4,2,3,3,4,3,3,3,8,3,6
,0,800,THI,Thailand,-7,2,11,18,1971,10,14,1973,0,7,1,0,0,1,4,1,4,1,1
,0,800,THI,Thailand,-88,1,10,15,1973,10,7,1974,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,800,THI,Thailand,3,2,10,8,1974,10,6,1976,4,1,3,3,4,3,2,3,8,3,7
,0,800,THI,Thailand,-7,1,10,7,1976,11,20,1977,0,7,1,0,0,1,4,1,4,1,1
,0,800,THI,Thailand,-88,1,11,21,1977,12,18,1978,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,800,THI,Thailand,2,10,12,19,1978,7,24,1988,3,1,2,2,4,3,2,3,7,3,7
,0,800,THI,Thailand,3,3,7,25,1988,2,23,1991,4,1,3,3,4,3,2,3,8,3,7
,0,800,THI,Thailand,-1,2,2,24,1991,9,13,1992,1,2,1,0,0,3,3,3,4,3,6
,0,800,THI,Thailand,9,13,9,14,1992,2,24,2006,9,0,3,3,4,7,2,4,8,7,9
,0,800,THI,Thailand,8,1,2,25,2006,9,18,2006,8,0,3,3,4,7,2,3,8,7,7
,0,800,THI,Thailand,-5,1,9,19,2006,6,4,2007,0,5,2,1,4,3,3,2,3,3,3
,0,800,THI,Thailand,-1,1,6,5,2007,1,22,2008,2,3,2,1,4,4,3,3,3,4,6
,0,800,THI,Thailand,4,4,1,23,2008,7,10,2011,5,1,2,2,4,5,3,3,7,5,6
,0,800,THI,Thailand,7,3,7,11,2011,5,22,2014,7,0,3,3,4,6,2,3,8,6,7
1,0,800,THI,Thailand,-3,5,5,23,2014,99,99,9999,0,3,1,0,0,3,3,2,4,3,3
,0,701,TKM,Turkmenistan,-8,1,10,27,1991,5,18,1992,0,8,2,1,4,2,4,1,3,2,1
,0,701,TKM,Turkmenistan,-9,22,5,19,1992,12,14,2013,0,9,2,1,4,1,4,1,3,1,1
1,0,701,TKM,Turkmenistan,-8,5,12,15,2013,99,99,9999,0,8,2,1,4,1,4,2,3,1,2
,1,461,TOG,Togo,-6,7,4,27,1960,1,12,1967,0,6,2,1,4,3,4,2,3,3,2
,1,461,TOG,Togo,-7,13,1,13,1967,8,27,1991,0,7,1,0,0,1,4,1,4,1,1
,1,461,TOG,Togo,-5,2,8,28,1991,8,21,1993,0,5,2,0,0,2,4,2,5,2,2
,1,461,TOG,Togo,-2,11,8,22,1993,2,5,2005,1,3,2,0,0,2,3,3,5,2,6
,1,461,TOG,Togo,-4,5,2,6,2005,5,27,2010,1,5,2,1,4,2,3,3,3,2,6
1,1,461,TOG,Togo,-2,9,5,28,2010,99,99,9999,1,3,2,1,4,3,2,3,3,3,7
,1,52,TRI,Trinidad and Tobago,4,19,8,31,1962,3,29,1981,4,0,2,2,4,5,2,0,7,5,5
,1,52,TRI,Trinidad and Tobago,7,6,3,30,1981,12,15,1986,8,1,3,3,4,6,3,4,8,6,8
,1,52,TRI,Trinidad and Tobago,8,9,12,16,1986,11,8,1995,9,1,3,3,4,7,3,4,8,7,8
1,1,52,TRI,Trinidad and Tobago,9,23,11,9,1995,99,99,9999,9,0,3,3,4,7,2,4,8,7,9
,1,616,TUN,Tunisia,-4,1,3,20,1956,7,24,1957,1,5,3,1,2,3,3,3,2,3,6
,1,616,TUN,Tunisia,-9,20,7,25,1957,10,15,1977,0,9,2,1,4,1,4,1,3,1,1
,1,616,TUN,Tunisia,-8,10,10,16,1977,11,6,1987,0,8,2,1,4,1,4,2,3,1,2
,1,616,TUN,Tunisia,-6,6,11,7,1987,9,17,1993,0,6,2,1,4,2,3,2,3,2,3
,1,616,TUN,Tunisia,-3,9,9,18,1993,6,1,2002,1,4,2,1,4,3,3,3,3,3,6
,1,616,TUN,Tunisia,-4,9,6,2,2002,1,14,2011,1,5,2,1,4,2,3,3,3,2,6
,1,616,TUN,Tunisia,4,1,1,15,2011,11,21,2011,5,1,2,0,0,6,3,4,5,6,8
,1,616,TUN,Tunisia,-88,3,11,22,2011,12,30,2014,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
1,1,616,TUN,Tunisia,7,4,12,31,2014,99,99,9999,7,0,2,2,4,6,2,4,7,6,9
,0,640,TUR,Turkey,-10,,1,1,1800,12,23,1876,0,10,3,1,1,1,4,1,1,1,1
,0,640,TUR,Turkey,-4,0,12,24,1876,2,5,1877,1,5,3,1,2,3,3,3,2,3,6
,0,640,TUR,Turkey,-10,32,2,6,1877,12,17,1908,0,10,3,1,1,1,4,1,1,1,1
,0,640,TUR,Turkey,-4,0,12,18,1908,4,13,1909,1,5,3,1,2,3,3,3,2,3,6
,0,640,TUR,Turkey,-1,10,4,14,1909,10,30,1918,3,4,3,1,2,5,3,3,2,5,6
,0,640,TUR,Turkey,-66,4,10,31,1918,11,1,1922,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,640,TUR,Turkey,-77,1,11,2,1922,10,29,1923,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,640,TUR,Turkey,-6,11,10,30,1923,12,14,1934,0,6,2,1,4,3,4,2,3,3,2
,0,640,TUR,Turkey,-7,11,12,15,1934,1,8,1946,0,7,2,1,4,3,4,1,3,3,1
,0,640,TUR,Turkey,7,8,1,9,1946,1,27,1954,7,0,2,2,4,6,2,4,7,6,9
,0,640,TUR,Turkey,4,6,1,28,1954,5,27,1960,5,1,2,2,4,5,3,3,7,5,6
,0,640,TUR,Turkey,-88,1,5,28,1960,7,20,1961,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,640,TUR,Turkey,9,4,7,21,1961,10,10,1965,9,0,3,3,4,7,2,4,8,7,9
,0,640,TUR,Turkey,8,6,10,11,1965,4,26,1971,8,0,3,3,4,6,2,4,8,6,9
,0,640,TUR,Turkey,-2,2,4,27,1971,10,14,1973,2,4,2,2,4,3,4,2,7,3,2
,0,640,TUR,Turkey,9,7,10,15,1973,9,12,1980,9,0,3,3,4,7,2,4,8,7,9
,0,640,TUR,Turkey,-5,3,9,13,1980,11,6,1983,2,7,2,2,4,1,4,1,7,1,1
,0,640,TUR,Turkey,7,6,11,7,1983,11,9,1989,7,0,2,2,4,6,2,4,7,6,9
,0,640,TUR,Turkey,9,4,11,10,1989,7,5,1993,9,0,3,3,4,7,2,4,8,7,9
,0,640,TUR,Turkey,8,4,7,6,1993,6,15,1997,9,1,3,3,4,7,3,4,8,7,8
,0,640,TUR,Turkey,7,14,6,16,1997,7,28,2011,8,1,3,3,4,7,3,3,8,7,6
,0,640,TUR,Turkey,9,3,7,29,2011,8,27,2014,9,0,3,3,4,7,2,4,8,7,9
,0,640,TUR,Turkey,3,2,8,28,2014,7,15,2016,4,1,2,2,4,4,3,3,7,4,6
1,0,640,TUR,Turkey,-4,2,7,16,2016,99,99,9999,0,4,1,0,0,3,4,2,4,3,2
,0,337,TUS,Tuscany,-10,33,6,8,1815,2,17,1848,0,10,3,1,1,1,4,1,1,1,1
,0,337,TUS,Tuscany,-7,1,2,18,1848,5,25,1849,0,7,3,1,2,3,4,2,2,3,2
,0,337,TUS,Tuscany,-10,11,5,26,1849,3,13,1860,0,10,3,1,1,1,4,1,1,1,1
1,0,696,UAE,United Arab Emirates,-8,47,12,2,1971,99,99,9999,0,8,3,1,2,3,4,1,2,3,1
,0,500,UGA,Uganda,7,3,10,9,1962,4,15,1966,7,0,3,3,4,7,1,0,8,7,4
,0,500,UGA,Uganda,-88,1,4,16,1966,9,9,1967,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,500,UGA,Uganda,-6,2,9,10,1967,12,19,1969,0,6,2,1,4,3,4,2,3,3,2
,0,500,UGA,Uganda,-7,1,12,20,1969,1,25,1971,0,7,2,1,4,3,4,1,3,3,1
,0,500,UGA,Uganda,-7,8,1,26,1971,1,26,1979,0,7,1,0,0,1,4,1,4,1,1
,0,500,UGA,Uganda,-66,2,1,27,1979,12,15,1980,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,500,UGA,Uganda,3,5,12,16,1980,7,29,1985,4,1,2,2,4,4,3,3,7,4,6
,0,500,UGA,Uganda,-77,0,7,30,1985,1,26,1986,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,500,UGA,Uganda,-7,7,1,27,1986,2,16,1993,0,7,1,0,0,1,4,1,4,1,1
,0,500,UGA,Uganda,-4,3,2,17,1993,12,31,1995,0,4,1,0,0,3,4,2,4,3,2
,0,500,UGA,Uganda,-4,10,1,1,1996,7,27,2005,0,4,2,0,0,3,4,2,5,3,2
1,0,500,UGA,Uganda,-1,13,7,28,2005,99,99,9999,1,2,2,0,0,3,3,3,5,3,6
,0,200,UKG,United Kingdom,-2,,1,1,1800,6,20,1837,4,6,3,1,2,7,4,2,2,7,2
,0,200,UKG,United Kingdom,3,43,6,21,1837,4,28,1880,6,3,3,2,4,7,4,2,,7,2
,0,200,UKG,United Kingdom,7,21,4,29,1880,7,15,1901,7,0,3,2,4,7,2,3,,7,7
,0,200,UKG,United Kingdom,8,21,7,16,1901,11,15,1922,8,0,3,3,4,7,2,3,8,7,7
,0,200,UKG,United Kingdom,10,94,11,16,1922,6,22,2016,10,0,3,3,4,7,5,5,8,7,10
1,0,200,UKG,United Kingdom,8,3,6,23,2016,99,99,9999,8,0,3,3,4,7,2,3,8,7,7
,0,369,UKR,Ukraine,6,2,12,1,1991,9,9,1993,6,0,2,2,4,6,2,3,7,6,7
,0,369,UKR,Ukraine,5,1,9,10,1993,7,18,1994,5,0,2,2,4,5,2,3,7,5,7
,0,369,UKR,Ukraine,7,6,7,19,1994,11,27,2000,7,0,3,3,4,5,2,4,8,5,9
,0,369,UKR,Ukraine,6,5,11,28,2000,12,31,2005,6,0,3,3,4,5,2,3,8,5,7
,0,369,UKR,Ukraine,7,5,1,1,2006,9,29,2010,7,0,3,3,4,6,2,3,8,6,7
,0,369,UKR,Ukraine,6,3,9,30,2010,2,22,2014,6,0,3,3,4,5,2,3,8,5,7
,0,369,UKR,Ukraine,-88,0,2,23,2014,3,15,2014,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,369,UKR,Ukraine,-77,1,3,16,2014,11,26,2014,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
1,0,369,UKR,Ukraine,4,4,11,27,2014,99,99,9999,5,1,2,2,4,5,3,3,7,5,6
,0,89,UPC,United Provinces,2,15,1,1,1824,12,31,1838,5,3,2,1,4,7,3,3,3,7,6
,0,165,URU,Uruguay,-3,74,5,26,1830,9,15,1904,1,4,1,0,0,1,3,3,4,1,6
,0,165,URU,Uruguay,0,6,9,16,1904,6,30,1910,3,3,2,1,4,3,5,5,3,3,10
,0,165,URU,Uruguay,2,9,7,1,1910,3,1,1919,4,2,2,1,4,4,5,5,3,4,10
,0,165,URU,Uruguay,3,15,3,2,1919,4,19,1934,5,2,2,1,4,5,5,5,3,5,10
,0,165,URU,Uruguay,0,18,4,20,1934,3,1,1952,3,3,2,1,4,3,5,5,3,3,10
,0,165,URU,Uruguay,8,20,3,2,1952,11,28,1971,8,0,3,3,4,5,5,5,8,5,10
,0,165,URU,Uruguay,-88,1,11,29,1971,2,8,1973,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,165,URU,Uruguay,-8,5,2,9,1973,6,30,1978,0,8,2,1,4,2,4,1,3,2,1
,0,165,URU,Uruguay,-7,7,7,1,1978,3,1,1985,0,7,2,1,4,3,4,1,3,3,1
,0,165,URU,Uruguay,9,5,3,2,1985,11,26,1989,9,0,2,2,4,7,5,5,7,7,10
1,0,165,URU,Uruguay,10,29,11,27,1989,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
.,1,2,USA,United States                   ,-77,12,7,4,1776,9,3,1783,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
.,1,2,USA,United States                   ,-88,6,9,4,1783,4,29,1789,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
.,1,2,USA,United States                   ,0,8,4,30,1789,3,3,1797,2,2,2,1,4,4,1,0,3,5,4
.,1,2,USA,United States                   ,5,4,3,4,1797,3,3,1801,5,0,2,2,4,6,1,0,7,6,4
.,1,2,USA,United States                   ,6,3,3,4,1801,6,14,1804,6,0,2,2,4,7,1,0,7,7,4
.,1,2,USA,United States                   ,6,21,6,15,1804,3,3,1825,6,0,2,2,4,7,2,0,7,7,5
.,1,2,USA,United States                   ,7,4,3,4,1825,3,3,1829,7,0,3,3,4,7,2,0,8,7,5
.,1,2,USA,United States                   ,10,21,3,4,1829,1,28,1850,10,0,3,3,4,7,5,5,8,7,10
.,1,2,USA,United States                   ,9,4,1,29,1850,5,29,1854,9,0,3,3,4,7,2,4,8,7,9
.,1,2,USA,United States                   ,8,7,5,30,1854,12,19,1860,8,0,3,3,4,7,2,3,8,7,7
.,1,2,USA,United States                   ,-77,4,12,20,1860,5,9,1865,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
.,1,2,USA,United States                   ,7,7,5,10,1865,6,1,1872,8,1,3,3,4,7,3,3,8,7,6
.,1,2,USA,United States                   ,8,5,6,2,1872,3,3,1877,9,1,3,3,4,7,3,4,8,7,8
.,1,2,USA,United States                   ,9,90,3,4,1877,6,22,1967,9,0,3,3,4,7,2,4,8,7,9
.,1,2,USA,United States                   ,8,7,6,23,1967,8,9,1974,8,0,3,3,4,7,2,3,8,7,7
.,1,2,USA,United States                   ,10,42,8,10,1974,11,7,2016,10,0,3,3,4,7,5,5,8,7,10
.,1,2,USA,United States                   ,8,2,11,8,2016,3,21,2019,8,0,3,3,4,7,2,3,8,7,7
.,1,2,USA,United States                   ,7,1,3,22,2019,2,4,2020,7,0,3,3,4,6,2,3,8,6,7
.,1,2,USA,United States                   ,6,1,2,5,2020,11,2,2020,6,0,3,3,4,5,2,3,8,5,7
1,1,2,USA,United States                   ,5,0,11,3,2020,99,99,9999,5,0,3,3,4,4,2,3,8,4,7
,0,364,USR,USSR,-7,5,12,30,1922,12,27,1927,0,7,2,1,4,3,4,1,3,3,1
,0,364,USR,USSR,-8,6,12,28,1927,6,30,1933,0,8,2,1,4,2,4,1,3,2,1
,0,364,USR,USSR,-9,20,7,1,1933,3,5,1953,0,9,2,1,4,1,4,1,3,1,1
,0,364,USR,USSR,-7,35,3,6,1953,6,28,1988,0,7,2,1,4,3,4,1,3,3,1
,0,364,USR,USSR,-6,1,6,29,1988,5,25,1989,0,6,2,1,4,3,4,2,3,3,2
,0,364,USR,USSR,-4,1,5,26,1989,6,12,1990,1,5,2,1,4,4,4,2,3,4,2
,0,364,USR,USSR,0,2,6,13,1990,12,31,1991,3,3,2,2,4,4,4,2,7,4,2
1,0,704,UZB,Uzbekistan,-9,27,8,31,1991,99,99,9999,0,9,2,1,4,1,4,1,3,1,1
,0,101,VEN,Venezuela,-5,51,9,22,1830,4,27,1881,1,6,2,1,4,1,3,3,3,1,6
,0,101,VEN,Venezuela,-4,11,4,28,1881,6,17,1892,1,5,2,1,4,2,3,3,3,2,6
,0,101,VEN,Venezuela,-3,17,6,18,1892,12,19,1909,1,4,2,1,4,3,3,3,3,3,6
,0,101,VEN,Venezuela,-6,11,12,20,1909,6,30,1920,0,6,2,1,4,2,3,2,3,2,3
,0,101,VEN,Venezuela,-9,15,7,1,1920,12,18,1935,0,9,2,1,4,1,4,1,3,1,1
,0,101,VEN,Venezuela,-88,1,12,19,1935,7,17,1936,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,101,VEN,Venezuela,-6,0,7,18,1936,2,4,1937,0,6,2,1,4,3,4,2,3,3,2
,0,101,VEN,Venezuela,-5,4,2,5,1937,6,30,1941,0,5,2,1,4,3,3,2,3,3,3
,0,101,VEN,Venezuela,-3,17,7,1,1941,12,7,1958,1,4,2,1,4,3,3,3,3,3,6
,0,101,VEN,Venezuela,6,10,12,8,1958,12,1,1968,7,1,3,3,4,5,3,4,8,5,8
,0,101,VEN,Venezuela,7,0,12,2,1968,3,26,1969,8,1,3,3,4,6,3,4,8,6,8
,0,101,VEN,Venezuela,9,23,3,27,1969,2,3,1992,9,0,3,3,4,6,5,5,8,6,10
,0,101,VEN,Venezuela,8,8,2,4,1992,12,15,1999,8,0,3,3,4,6,2,4,8,6,9
,0,101,VEN,Venezuela,7,2,12,16,1999,11,12,2001,7,0,3,3,4,5,2,4,8,5,9
,0,101,VEN,Venezuela,6,5,11,13,2001,12,17,2006,6,0,3,3,4,5,2,3,8,5,7
,0,101,VEN,Venezuela,5,2,12,18,2006,2,10,2009,5,0,3,3,4,4,2,3,8,4,7
,0,101,VEN,Venezuela,-3,4,2,11,2009,4,18,2013,1,4,2,1,4,3,3,3,3,3,6
,0,101,VEN,Venezuela,4,4,4,19,2013,8,17,2017,4,0,2,2,4,4,2,3,7,4,7
1,0,101,VEN,Venezuela,-3,1,8,18,2017,99,99,9999,1,4,2,1,4,3,3,3,3,3,6
1,0,818,VIE,Vietnam,-7,42,7,2,1976,99,99,9999,0,7,2,1,4,3,4,1,3,3,1
,0,271,WRT,Wuerttemburg,-7,,1,1,1800,6,30,1819,0,7,3,1,1,3,4,2,1,3,2
,0,271,WRT,Wuerttemburg,-4,52,7,1,1819,1,18,1871,2,6,3,1,1,5,4,2,1,5,2
,0,678,YAR,Yemen North,-10,28,10,30,1918,6,30,1946,0,10,3,1,1,1,4,1,1,1,1
,0,678,YAR,Yemen North,-88,2,7,1,1946,2,17,1948,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,678,YAR,Yemen North,-6,15,2,18,1948,9,19,1962,1,7,3,1,1,1,3,3,1,1,6
,0,678,YAR,Yemen North,0,4,9,20,1962,11,5,1966,2,2,1,0,0,5,3,2,4,5,3
,0,678,YAR,Yemen North,-3,8,11,6,1966,6,13,1974,0,3,1,0,0,3,3,2,4,3,3
,0,678,YAR,Yemen North,-4,3,6,14,1974,10,11,1977,0,4,2,0,0,3,4,2,5,3,2
,0,678,YAR,Yemen North,-6,11,10,12,1977,6,30,1988,0,6,2,1,4,3,4,2,3,3,2
,0,678,YAR,Yemen North,-5,2,7,1,1988,5,21,1990,0,5,2,1,4,3,3,2,3,3,3
,1,679,YEM,Yemen,-88,3,5,22,1990,4,27,1993,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,679,YEM,Yemen,-2,20,4,28,1993,2,21,2012,1,3,2,0,0,2,3,3,5,2,6
,1,679,YEM,Yemen,3,3,2,22,2012,9,21,2014,3,0,2,0,0,5,2,3,5,5,7
1,1,679,YEM,Yemen,-77,4,9,22,2014,99,99,9999,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,347,YGS,Yugoslavia,-5,2,7,1,1991,6,30,1993,0,5,2,1,4,3,3,2,3,3,3
,0,347,YGS,Yugoslavia,-7,4,7,1,1993,10,15,1997,0,7,2,1,4,1,3,2,3,1,3
,0,347,YGS,Yugoslavia,-6,1,10,16,1997,12,31,1998,0,6,2,1,4,2,3,2,3,2,3
,0,347,YGS,Yugoslavia,-6,2,1,1,1999,10,26,2000,0,6,2,1,4,3,4,2,3,3,2
,0,347,YGS,Yugoslavia,7,2,10,27,2000,3,11,2003,7,0,2,2,4,6,2,4,7,6,9
,0,347,YGS,Serbia and Montenegro,6,3,3,11,2003,6,2,2006,6,0,2,2,4,6,2,3,7,6,7
,0,680,YPR,Yemen South,-5,3,11,30,1967,11,30,1970,0,5,2,1,4,3,3,2,3,3,3
,0,680,YPR,Yemen South,-6,4,12,1,1970,6,30,1974,0,6,2,1,4,3,4,2,3,3,2
,0,680,YPR,Yemen South,-7,4,7,1,1974,12,27,1978,0,7,2,1,4,3,4,1,3,3,1
,0,680,YPR,Yemen South,-8,7,12,28,1978,2,6,1986,0,8,2,1,4,2,4,1,3,2,1
,0,680,YPR,Yemen South,-7,4,2,7,1986,5,21,1990,0,7,2,1,4,3,4,1,3,3,1
,0,345,YUG,Yugoslavia,0,8,1,1,1921,1,5,1929,3,3,3,1,2,5,2,3,2,5,7
,0,345,YUG,Yugoslavia,-10,6,1,6,1929,10,9,1934,0,10,3,1,1,1,4,1,1,1,1
,0,345,YUG,Yugoslavia,-10,1,10,10,1934,6,23,1935,0,10,3,1,2,1,4,1,2,1,1
,0,345,YUG,Yugoslavia,-9,2,6,24,1935,3,15,1937,0,9,3,1,2,1,4,2,2,1,2
,0,345,YUG,Yugoslavia,-88,2,3,16,1937,8,26,1939,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,345,YUG,Yugoslavia,2,2,8,27,1939,4,7,1941,5,3,3,1,2,5,5,5,2,5,10
,0,345,YUG,Yugoslavia,-77,4,4,8,1941,10,20,1944,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,345,YUG,Yugoslavia,-88,1,10,21,1944,11,29,1945,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,345,YUG,Yugoslavia,-7,6,11,30,1945,6,30,1951,0,7,2,1,4,3,4,1,3,3,1
,0,345,YUG,Yugoslavia,-88,1,7,1,1951,1,14,1953,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,345,YUG,Yugoslavia,-7,27,1,15,1953,5,4,1980,0,7,2,1,4,3,4,1,3,3,1
,0,345,YUG,Yugoslavia,-5,10,5,5,1980,1,20,1990,1,6,2,1,4,4,4,1,3,4,1
,0,345,YUG,Yugoslavia,-5,1,1,21,1990,7,1,1991,0,5,2,1,4,3,3,2,3,3,3
,0,490,ZAI,Congo Kinshasa,-77,2,6,30,1960,1,15,1963,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,490,ZAI,Congo Kinshasa,-88,3,1,16,1963,11,24,1965,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,490,ZAI,Congo Kinshasa,-9,25,11,25,1965,11,23,1990,0,9,2,1,4,1,4,1,3,1,1
,0,490,ZAI,Congo Kinshasa,-8,2,11,24,1990,12,6,1992,0,8,2,1,4,1,4,2,3,1,2
,0,490,ZAI,Congo Kinshasa,-77,11,12,7,1992,6,30,2003,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,490,ZAI,Congo Kinshasa,-88,3,7,1,2003,12,5,2006,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,490,ZAI,Congo Kinshasa,5,10,12,6,2006,12,19,2016,6,1,2,2,4,5,3,4,7,5,8
1,0,490,ZAI,Congo Kinshasa,-3,2,12,20,2016,99,99,9999,1,4,2,1,4,3,3,3,3,3,6
,0,551,ZAM,Zambia,2,4,10,24,1964,8,14,1968,4,2,3,3,4,3,3,3,8,3,6
,0,551,ZAM,Zambia,0,4,8,15,1968,12,8,1972,3,3,2,2,4,2,3,3,7,2,6
,0,551,ZAM,Zambia,-9,19,12,9,1972,10,31,1991,0,9,2,1,4,1,4,1,3,1,1
,0,551,ZAM,Zambia,6,5,11,1,1991,11,18,1996,6,0,3,3,4,5,2,3,8,5,7
,0,551,ZAM,Zambia,1,5,11,19,1996,12,27,2001,3,2,2,1,4,5,2,3,3,5,7
,0,551,ZAM,Zambia,5,7,12,28,2001,10,29,2008,5,0,2,2,4,5,2,3,7,5,7
,0,551,ZAM,Zambia,7,8,10,30,2008,6,9,2016,7,0,3,3,4,5,2,4,8,5,9
1,0,551,ZAM,Zambia,6,1,6,10,2016,99,99,9999,6,0,3,3,4,5,2,3,8,5,7
,1,552,ZIM,Zimbabwe,4,3,4,18,1980,3,8,1983,5,1,2,2,4,5,3,3,7,5,6
,1,552,ZIM,Zimbabwe,1,5,3,9,1983,12,22,1987,3,2,2,2,4,4,3,2,7,4,3
,1,552,ZIM,Zimbabwe,-6,12,12,23,1987,9,10,1999,0,6,2,1,4,3,4,2,3,3,2
,1,552,ZIM,Zimbabwe,-3,2,9,11,1999,7,26,2001,1,4,2,1,4,3,3,3,3,3,6
,1,552,ZIM,Zimbabwe,-4,8,7,27,2001,2,10,2009,1,5,2,1,4,2,3,3,3,2,6
,1,552,ZIM,Zimbabwe,1,4,2,11,2009,5,21,2013,3,2,2,2,4,3,3,3,7,3,6
1,1,552,ZIM,Zimbabwe,4,6,5,22,2013,99,99,9999,5,1,2,2,4,5,3,3,7,5,6
